open_time;open;high;low;close;volume;close_time;quote_asset_volume;number_of_trades;taker_buy_base_asset_volume;taker_buy_quote_asset_volume;ignore;symbol;timestamp
1626134400000;0.17563000;0.17614000;0.16839000;0.17103;29374398.20000000;1626220799999;5038982.39286600;8891;15027956.20000000;2581386.46362500;0;DOGEEUR;2021-07-13
1626220800000;0.17081000;0.17530000;0.16077000;0.16981;35153292.60000000;1626307199999;5883489.84185900;10476;17913215.60000000;2995954.46287600;0;DOGEEUR;2021-07-14
1626307200000;0.16954000;0.17249000;0.15542000;0.15896;26469772.10000000;1626393599999;4284504.18067200;9163;11973145.00000000;1936227.21748000;0;DOGEEUR;2021-07-15
1626393600000;0.15895000;0.16126000;0.14567000;0.14631;46614354.90000000;1626479999999;7117028.88212500;11715;21610147.10000000;3299955.25929600;0;DOGEEUR;2021-07-16
1626480000000;0.14609000;0.17600000;0.14387000;0.16018;71501974.00000000;1626566399999;11333448.63672000;16744;37469570.80000000;5933647.32389200;0;DOGEEUR;2021-07-17
1626566400000;0.15993000;0.16726000;0.15439000;0.15564;33937866.50000000;1626652799999;5447312.16015600;10109;15521165.00000000;2492938.91503200;0;DOGEEUR;2021-07-18
1626652800000;0.15549000;0.15756000;0.14565000;0.14896;29721186.30000000;1626739199999;4462393.26364300;8412;14708695.80000000;2207730.49896300;0;DOGEEUR;2021-07-19
1626739200000;0.14883000;0.15514000;0.13745000;0.14682;64639032.50000000;1626825599999;9336316.81106200;14501;34232354.20000000;4949351.27092500;0;DOGEEUR;2021-07-20
1626825600000;0.14684000;0.18404000;0.14324000;0.16331;136928505.90000000;1626911999999;22681206.53837900;29055;70248390.20000000;11625584.07834400;0;DOGEEUR;2021-07-21
1626912000000;0.16353000;0.16871000;0.16025000;0.16409;39346171.20000000;1626998399999;6452610.06399400;9855;20367006.10000000;3341478.56754200;0;DOGEEUR;2021-07-22
1626998400000;0.16428000;0.17167000;0.15739000;0.16711;39437556.00000000;1627084799999;6467063.19047800;9168;19211283.20000000;3156695.40782400;0;DOGEEUR;2021-07-23
1627084800000;0.16711000;0.17552000;0.16369000;0.1689;44069056.10000000;1627171199999;7433720.37656400;10846;23085223.20000000;3892646.07687500;0;DOGEEUR;2021-07-24
1627171200000;0.16897000;0.17229000;0.16407000;0.16948;29939149.30000000;1627257599999;5036272.29431800;7461;15175755.50000000;2554472.14598600;0;DOGEEUR;2021-07-25
1627257600000;0.16942000;0.19872000;0.16850000;0.17345;121863786.60000000;1627343999999;22560815.80042800;34765;61226230.50000000;11333780.39450400;0;DOGEEUR;2021-07-26
1627344000000;0.17323000;0.17966000;0.16619000;0.17574;51736490.00000000;1627430399999;8923766.01151000;12850;25432740.10000000;4385106.02414300;0;DOGEEUR;2021-07-27
1627430400000;0.17559000;0.18236000;0.17241000;0.17545;43482062.30000000;1627516799999;7676199.41347100;11698;21699163.90000000;3830276.41678000;0;DOGEEUR;2021-07-28
1627516800000;0.17528000;0.17604000;0.17054000;0.174;24889429.10000000;1627603199999;4321035.09070100;7158;12124928.80000000;2106368.20361900;0;DOGEEUR;2021-07-29
1627603200000;0.17437000;0.17871000;0.16654000;0.17638;32647352.10000000;1627689599999;5640298.20095900;9047;15750877.00000000;2724501.30755500;0;DOGEEUR;2021-07-30
1627689600000;0.17645000;0.18128000;0.17320000;0.17649;33226104.10000000;1627775999999;5866818.43580700;9479;17586725.10000000;3108569.58496600;0;DOGEEUR;2021-07-31
1627776000000;0.17671000;0.18490000;0.17220000;0.17427;39715007.50000000;1627862399999;7125326.44038500;12450;18661176.20000000;3350843.98988900;0;DOGEEUR;2021-08-01
1627862400000;0.17449000;0.17884000;0.17192000;0.17317;24565462.00000000;1627948799999;4297692.16153500;7430;12067798.30000000;2112989.36130200;0;DOGEEUR;2021-08-02
1627948800000;0.17330000;0.17472000;0.16438000;0.16658;28414917.50000000;1628035199999;4783608.47979200;8140;12810980.00000000;2157584.61161200;0;DOGEEUR;2021-08-03
1628035200000;0.16705000;0.17358000;0.16573000;0.17207;27270957.20000000;1628121599999;4635927.58223300;7741;12481568.70000000;2120733.95037300;0;DOGEEUR;2021-08-04
1628121600000;0.17209000;0.17295000;0.16663000;0.17154;23692311.20000000;1628207999999;4023895.04075200;7699;12113685.70000000;2056912.75901700;0;DOGEEUR;2021-08-05
