open_time;open;high;low;close;volume;close_time;quote_asset_volume;number_of_trades;taker_buy_base_asset_volume;taker_buy_quote_asset_volume;ignore;symbol;timestamp
1627430400000;33674.94000000;34857.42000000;33206.56000000;34153.08;5005.03695900;1627516799999;170356219.58978065;207325;2522.66218400;85879012.70908282;0;BTCEUR;2021-07-28
1627516800000;34151.37000000;34612.69000000;33520.00000000;33996.25;2921.17365700;1627603199999;99235073.15621370;140212;1436.17161700;48793910.22626653;0;BTCEUR;2021-07-29
1627603200000;33996.26000000;35798.12000000;32569.55000000;35710.6;3431.19070000;1627689599999;116360996.80409220;160219;1741.34747300;59155839.35983416;0;BTCEUR;2021-07-30
1627689600000;35710.60000000;35870.00000000;34807.98000000;35264.66;2328.54095000;1627775999999;82215877.68623736;115423;1154.49365000;40760858.34566927;0;BTCEUR;2021-07-31
1627776000000;35257.65000000;36134.00000000;33710.00000000;34030.17;2850.78574900;1627862399999;100074724.41157124;140987;1356.45728700;47632966.61039975;0;BTCEUR;2021-08-01
1627862400000;34033.95000000;34463.64000000;32980.65000000;33361.78;2798.38354600;1627948799999;94302933.20231130;114184;1332.41628800;44911647.72742458;0;BTCEUR;2021-08-02
1627948800000;33361.77000000;33881.50000000;32105.00000000;32509.13;2937.77582200;1628035199999;96101553.67109200;116579;1445.21954000;47284872.54970868;0;BTCEUR;2021-08-03
1628035200000;32509.14000000;34123.73000000;32007.01000000;33925.05;2470.27473600;1628121599999;81600009.05601885;105846;1258.27442000;41581621.75583413;0;BTCEUR;2021-08-04
1628121600000;33918.77000000;35285.51000000;32040.11000000;34902.23;3612.67072200;1628207999999;121357048.20238435;139277;1855.38409500;62412697.15237994;0;BTCEUR;2021-08-05
1628208000000;34899.95000000;37182.77000000;34106.00000000;36742.05;3784.78206000;1628294399999;134787936.04549264;147168;1817.51917900;64739877.31556823;0;BTCEUR;2021-08-06
1628294400000;36747.57000000;38521.23000000;36544.83000000;38415.2;3506.54829500;1628380799999;131615254.80246507;147303;1767.53647400;66362916.51943507;0;BTCEUR;2021-08-07
1628380800000;38421.79000000;39086.24000000;37261.29000000;37877.86;3106.46758700;1628467199999;118760696.59566965;132579;1517.05687400;58003860.14256994;0;BTCEUR;2021-08-08
1628467200000;37855.95000000;40106.01000000;36936.00000000;39916.95;3286.57283100;1628553599999;127540810.09638015;143155;1708.16293500;66265699.75205818;0;BTCEUR;2021-08-09
1628553600000;39900.85000000;40266.88000000;38644.66000000;39398.2;2242.83736000;1628639999999;88369086.62876636;106462;1091.25264400;42982366.09958792;0;BTCEUR;2021-08-10
1628640000000;39400.65000000;40500.01000000;39200.00000000;39505.43;2103.19635500;1628726399999;84098896.79290050;105731;1080.50552700;43203867.72224653;0;BTCEUR;2021-08-11
1628726400000;39505.43000000;40041.94000000;37903.64000000;38473.81;2350.60698300;1628812799999;91508943.27894646;100834;1165.88672900;45402534.36480831;0;BTCEUR;2021-08-12
1628812800000;38472.82000000;41130.45000000;38329.59000000;40942.36;1784.49886800;1628899199999;71471937.25017333;84419;896.41368800;35887543.29437894;0;BTCEUR;2021-08-13
1628899200000;40952.21000000;41339.99000000;39650.00000000;40391.36;1734.22831300;1628985599999;70037660.32071701;82523;856.84013900;34617259.24254242;0;BTCEUR;2021-08-14
1628985600000;40395.25000000;40576.00000000;39152.45000000;40260.03;1650.76338700;1629071999999;65711408.58513117;78170;790.59359600;31451400.50799586;0;BTCEUR;2021-08-15
1629072000000;40263.24000000;41100.00000000;39345.00000000;39607.08;1618.91032900;1629158399999;65129323.09847458;85100;802.23421600;32278903.20071811;0;BTCEUR;2021-08-16
1629158400000;39608.21000000;40489.99000000;38421.05000000;38735.12;1593.29364700;1629244799999;63041294.44162247;84914;747.25301100;29566784.46527850;0;BTCEUR;2021-08-17
1629244800000;38720.65000000;39771.33000000;38350.12000000;38712.64;1746.28353900;1629331199999;68201137.59344307;82675;886.42542600;34614610.58427454;0;BTCEUR;2021-08-18
1629331200000;38714.54000000;40333.00000000;38174.79000000;40162.69;1987.50700400;1629417599999;77857379.53873595;87338;1012.71711300;39674132.94660466;0;BTCEUR;2021-08-19
1629417600000;40167.33000000;42208.52000000;40034.90000000;42192.75;1856.24051300;1629503999999;76163481.33768021;93046;960.09659900;39423741.11791303;0;BTCEUR;2021-08-20
1629504000000;42193.02000000;42735.09000000;41479.14000000;42005.0;1542.11753900;1629590399999;64907938.08041324;81578;826.26235800;34784201.51311382;0;BTCEUR;2021-08-21
1629590400000;42013.49000000;42687.52000000;41505.00000000;42425.85;1131.74504000;1629676799999;47650794.52921400;62905;561.54748200;23646532.92251497;0;BTCEUR;2021-08-22
1629676800000;42422.74000000;43244.94000000;42180.00000000;42552.11;1571.20599200;1629763199999;67205217.02128617;86644;783.02299900;33501063.96367825;0;BTCEUR;2021-08-23
1629763200000;42548.26000000;42813.02000000;41000.00000000;41120.89;1874.93441500;1629849599999;78482348.23824196;92813;916.09379600;38354071.46252227;0;BTCEUR;2021-08-24
1629849600000;41112.18000000;42411.57000000;40683.88000000;42185.6;1540.31279900;1629935999999;63986392.45632579;78244;797.39709000;33135212.51675318;0;BTCEUR;2021-08-25
1629936000000;42185.11000000;42493.68000000;40000.00000000;40442.87;1779.87941200;1630022399999;72560568.60767958;88397;880.90375200;35918966.66841433;0;BTCEUR;2021-08-26
1630022400000;40442.02000000;42086.18000000;40035.39000000;41945.46;1323.48043600;1630108799999;54293194.50088022;73547;638.63217800;26193188.01438010;0;BTCEUR;2021-08-27
1630108800000;41945.47000000;42098.56000000;41354.17000000;41765.1;851.23998000;1630195199999;35528721.88427120;57277;436.38188000;18216285.99519550;0;BTCEUR;2021-08-28
1630195200000;41769.23000000;42368.42000000;40830.01000000;41809.08;1180.35269900;1630281599999;49125566.57011274;67001;614.70664900;25588054.70625554;0;BTCEUR;2021-08-29
1630281600000;41808.32000000;41895.82000000;40204.75000000;40337.2;1318.98190000;1630367999999;54251322.23355990;74304;611.91273000;25169800.72442680;0;BTCEUR;2021-08-30
1630368000000;40335.38000000;41090.39000000;40065.22000000;40307.58;1597.54802000;1630454399999;64720009.38873240;87774;838.99151000;33991572.40087630;0;BTCEUR;2021-08-31
1630454400000;40307.89000000;41726.54000000;39870.95000000;41519.96;1870.41038500;1630540799999;76242910.97566114;93560;910.30734000;37146627.04707794;0;BTCEUR;2021-09-01
1630540800000;41524.90000000;42563.34000000;41342.06000000;41645.45;1859.15401400;1630627199999;78158513.48081631;100790;960.58221100;40399554.12962343;0;BTCEUR;2021-09-02
1630627200000;41649.47000000;43172.63000000;40905.82000000;42406.27;2134.73822100;1630713599999;90438340.48193655;110139;1056.48113900;44790450.99027833;0;BTCEUR;2021-09-03
1630713600000;42410.59000000;42846.08000000;41875.00000000;42384.41;1561.92238000;1630799999999;66200679.22145930;75141;833.73662000;35334076.29190600;0;BTCEUR;2021-09-04
1630800000000;42388.74000000;43913.04000000;42015.00000000;43798.73;1557.44634800;1630886399999;66608479.76488794;84460;788.04324700;33735551.23711634;0;BTCEUR;2021-09-05
1630886400000;43798.72000000;44798.56000000;43292.28000000;44732.29;1760.05556100;1630972799999;77290601.57393139;100630;890.91013400;39122996.26551373;0;BTCEUR;2021-09-06
1630972800000;44719.86000000;44923.31000000;37252.64000000;40350.56;5032.47025500;1631059199999;209452082.63798157;227536;2347.04400000;97733080.27026761;0;BTCEUR;2021-09-07
1631059200000;40362.42000000;40743.33000000;38057.88000000;39420.2;3708.92840000;1631145599999;146557345.06854240;164736;1759.29221000;69540111.56813700;0;BTCEUR;2021-09-08
1631145600000;39406.26000000;40569.84000000;38918.38000000;39663.97;2394.47029000;1631231999999;95243794.42770780;111778;1187.19594000;47225811.91877130;0;BTCEUR;2021-09-09
1631232000000;39663.02000000;40203.13000000;37786.45000000;38311.95;2217.86114000;1631318399999;86654746.94667000;110750;1004.90069000;39259393.88606380;0;BTCEUR;2021-09-10
1631318400000;38305.80000000;39240.29000000;38201.56000000;38567.83;1415.47700000;1631404799999;54784923.44917520;76085;697.30333000;26987467.71881670;0;BTCEUR;2021-09-11
1631404800000;38575.91000000;39590.00000000;38224.65000000;39253.82;1630.60991000;1631491199999;63558807.19812220;80313;778.09472000;30329116.30281440;0;BTCEUR;2021-09-12
1631491200000;39255.84000000;40057.22000000;37220.40000000;38351.79;2940.70137300;1631577599999;112525239.78518621;113206;1401.78852700;53658000.70517915;0;BTCEUR;2021-09-13
1631577600000;38359.59000000;40319.07000000;38100.57000000;40207.74;1688.75406000;1631663999999;66405270.97406470;81818;852.08487000;33509127.44641250;0;BTCEUR;2021-09-14
1631664000000;40188.01000000;41217.95000000;39827.20000000;40923.26;1699.39109000;1631750399999;68868467.37490970;80406;837.07857000;33933100.97171310;0;BTCEUR;2021-09-15
1631750400000;40921.64000000;41250.65000000;40073.37000000;40676.57;1823.38478000;1631836799999;74296900.17142540;84394;906.20950000;36928812.97641210;0;BTCEUR;2021-09-16
1631836800000;40679.29000000;41014.87000000;39950.42000000;40395.1;1408.88039000;1631923199999;57067824.68899380;76712;734.08339000;29727144.45534260;0;BTCEUR;2021-09-17
1631923200000;40407.96000000;41704.70000000;40189.33000000;41263.8;1317.27522000;1632009599999;54332017.57301730;78407;661.94480000;27300078.75630890;0;BTCEUR;2021-09-18
1632009600000;41261.94000000;41323.30000000;40100.27000000;40432.04;1189.77745000;1632095999999;48482396.70821260;70444;585.28004000;23848996.07977360;0;BTCEUR;2021-09-19
1632096000000;40434.07000000;40515.38000000;36460.49000000;36928.25;4230.99212600;1632182399999;160909320.74588386;169305;1990.99794600;75739843.89115070;0;BTCEUR;2021-09-20
1632182400000;36927.07000000;37487.17000000;34000.00000000;35013.59;4654.94324700;1632268799999;168804152.11593573;175592;2199.91918700;79791282.79080791;0;BTCEUR;2021-09-21
1632268800000;35013.58000000;37739.04000000;34876.06000000;37513.69;2980.59512000;1632355199999;109054674.02282290;116089;1435.49209000;52538642.29075080;0;BTCEUR;2021-09-22
1632355200000;37506.40000000;38574.05000000;37110.39000000;38478.17;2915.24538000;1632441599999;110411768.50921740;110245;1345.41178000;50953218.84812770;0;BTCEUR;2021-09-23
1632441600000;38476.70000000;38716.75000000;34911.40000000;36792.51;4553.78549000;1632527999999;166807407.92857900;163826;2246.88222000;82295394.90195320;0;BTCEUR;2021-09-24
1632528000000;36810.01000000;36928.56000000;35800.00000000;36665.38;2116.24613000;1632614399999;77300891.24453790;96160;1024.29861000;37413638.73975780;0;BTCEUR;2021-09-25
1632614400000;36664.27000000;37667.08000000;35077.00000000;37030.52;2865.54111000;1632700799999;105004233.99502660;120874;1410.85923000;51693940.18155880;0;BTCEUR;2021-09-26
1632700800000;37025.52000000;38036.35000000;36127.81000000;36177.02;2009.09413000;1632787199999;74855187.94014390;87332;983.65196000;36655688.76148100;0;BTCEUR;2021-09-27
1632787200000;36179.49000000;36726.32000000;35250.00000000;35368.22;2620.49406000;1632873599999;94357113.99143910;97695;1326.78092000;47775048.02733620;0;BTCEUR;2021-09-28
1632873600000;35365.22000000;36631.67000000;35125.06000000;35919.88;1866.36474000;1632959999999;67183407.76702910;78017;930.76841000;33503271.39293110;0;BTCEUR;2021-09-29
1632960000000;35919.48000000;38150.00000000;35823.86000000;37895.64;2417.02373000;1633046399999;90337943.44201730;91439;1212.74772000;45320771.87712500;0;BTCEUR;2021-09-30
1633046400000;37898.99000000;41784.72000000;37439.17000000;41496.51;3488.68820100;1633132799999;139990793.40943866;131305;1753.67626100;70410118.42632346;0;BTCEUR;2021-10-01
1633132800000;41509.16000000;41636.00000000;40900.00000000;40942.41;1357.56790000;1633219199999;55936786.55947850;69090;671.09223000;27651188.49943620;0;BTCEUR;2021-10-02
1633219200000;40963.47000000;42345.81000000;40485.36000000;41420.67;1433.13328000;1633305599999;59261409.39152919;71291;726.56241000;30055308.57177649;0;BTCEUR;2021-10-03
1633305600000;41420.62000000;42506.32000000;40384.17000000;42304.47;1988.24475000;1633391999999;82435177.18333960;96464;1003.63812000;41623256.08737740;0;BTCEUR;2021-10-04
1633392000000;42307.16000000;44670.86000000;42162.30000000;44143.2;1945.01739000;1633478399999;84056028.53802600;107036;1059.10045000;45768575.31890690;0;BTCEUR;2021-10-05
1633478400000;44154.21000000;47790.11000000;43384.00000000;47454.52;2862.63706500;1633564799999;130586109.62373637;142962;1523.28483100;69413753.93222007;0;BTCEUR;2021-10-06
1633564800000;47455.22000000;47469.68000000;45765.62000000;46113.01;2496.70974000;1633651199999;116208244.49945700;110835;1233.68148000;57414228.08397050;0;BTCEUR;2021-10-07
1633651200000;46113.01000000;48035.42000000;45975.61000000;46329.72;2433.50444900;1633737599999;113958974.37878666;100122;1368.42334300;64059498.90942040;0;BTCEUR;2021-10-08
1633737600000;46328.59000000;47650.00000000;46084.87000000;47283.35;1272.55680000;1633823999999;59902802.69352850;63810;672.27773000;31646223.03104260;0;BTCEUR;2021-10-09
1633824000000;47283.35000000;48806.18000000;46592.43000000;47321.16;1845.53620900;1633910399999;87925171.07396045;79732;947.62393700;45159779.83888501;0;BTCEUR;2021-10-10
1633910400000;47309.11000000;50073.84000000;47118.56000000;49822.04;2070.22818500;1633996799999;101755666.25105363;98891;1169.89237900;57539301.77891638;0;BTCEUR;2021-10-11
1633996800000;49822.03000000;50020.72000000;46800.00000000;48695.75;2256.45591000;1634083199999;110597942.56171540;101657;1165.66346000;57177040.67338220;0;BTCEUR;2021-10-12
1634083200000;48672.96000000;49843.76000000;47163.39000000;49469.32;1885.66848000;1634169599999;91406787.47554200;87934;913.23911000;44304211.40749450;0;BTCEUR;2021-10-13
1634169600000;49465.73000000;50425.27000000;48932.21000000;49416.55;1415.24028600;1634255999999;70264564.13073154;78641;697.01332300;34608954.97773728;0;BTCEUR;2021-10-14
1634256000000;49418.96000000;54100.00000000;49005.49000000;53062.75;3160.68612600;1634342399999;163985559.12184817;147209;1671.72359400;86704943.89388962;0;BTCEUR;2021-10-15
1634342400000;53052.99000000;53646.72000000;51734.45000000;52368.45;1863.72673000;1634428799999;98226113.83620700;80663;918.94810000;48431071.31776770;0;BTCEUR;2021-10-16
1634428800000;52367.26000000;53170.38000000;50835.00000000;53003.85;1734.90431000;1634515199999;90524772.35990800;76381;880.00991000;45925278.71377310;0;BTCEUR;2021-10-17
1634515200000;53008.09000000;54056.75000000;51696.20000000;53537.36;2307.37513000;1634601599999;122677657.77110540;102832;1179.38810000;62718423.48062060;0;BTCEUR;2021-10-18
1634601600000;53540.02000000;55434.68000000;52790.00000000;55270.64;2318.74899900;1634687999999;125339821.79875762;111523;1232.19935200;66654949.50197195;0;BTCEUR;2021-10-19
1634688000000;55272.69000000;57540.07000000;54588.98000000;56328.76;2173.40158900;1634774399999;121969815.07790268;117247;1081.38644800;60698339.77726200;0;BTCEUR;2021-10-20
1634774400000;56323.24000000;57087.49000000;53018.92000000;53469.78;3239.78150000;1634860799999;178170332.36881390;154278;1565.62356000;86043404.88745170;0;BTCEUR;2021-10-21
1634860800000;53462.62000000;54786.10000000;51663.34000000;52305.84;1903.57428000;1634947199999;101489895.81908310;105888;918.32511000;48967092.20529100;0;BTCEUR;2021-10-22
1634947200000;52301.38000000;53195.94000000;51450.00000000;52808.06;1284.55340000;1635033599999;67563449.59838570;74837;635.39898000;33425511.90385110;0;BTCEUR;2021-10-23
1635033600000;52808.06000000;52975.32000000;51309.38000000;52445.33;1797.74338000;1635119999999;93773012.76730150;85513;938.66280000;48967901.02536870;0;BTCEUR;2021-10-24
1635120000000;52435.99000000;54947.92000000;52263.55000000;54400.55;1539.48064000;1635206399999;83144862.93187160;85757;752.75275000;40647664.97864710;0;BTCEUR;2021-10-25
1635206400000;54400.77000000;54570.83000000;51750.24000000;52165.44;1782.48686000;1635292799999;95421777.51295320;88694;891.59500000;47754570.07488170;0;BTCEUR;2021-10-26
1635292800000;52175.65000000;53157.89000000;50264.99000000;50562.71;3538.02251000;1635379199999;181550078.94393410;141825;1894.67798000;97194878.13176090;0;BTCEUR;2021-10-27
1635379200000;50566.23000000;53595.00000000;49670.16000000;51960.07;2903.13160000;1635465599999;150590002.23766430;128350;1438.54510000;74658123.87434050;0;BTCEUR;2021-10-28
1635465600000;51945.90000000;54300.00000000;51640.25000000;53771.28;2058.18468000;1635551999999;109051111.31082590;96896;1007.76820000;53418337.31779660;0;BTCEUR;2021-10-29
1635552000000;53771.28000000;54044.72000000;52760.42000000;53684.45;1399.64873000;1635638399999;74630454.78449450;72538;691.99876000;36898972.36137060;0;BTCEUR;2021-10-30
1635638400000;53674.39000000;54139.05000000;52052.06000000;53226.59;1581.46011000;1635724799999;83700512.12242990;76715;786.49599000;41631109.05814680;0;BTCEUR;2021-10-31
1635724800000;53228.92000000;54227.09000000;51650.00000000;52770.44;1897.94764000;1635811199999;100920512.88326920;95552;919.73146000;48912702.07868300;0;BTCEUR;2021-11-01
1635811200000;52767.68000000;55500.00000000;52542.00000000;54651.83;1714.57966000;1635897599999;93100777.57452910;100196;870.67487000;47256079.73075940;0;BTCEUR;2021-11-02
1635897600000;54640.27000000;54867.11000000;52355.00000000;54248.77;1738.19408000;1635983999999;93994755.07622600;101520;811.92187000;43915220.29338070;0;BTCEUR;2021-11-03
1635984000000;54241.26000000;54426.97000000;52602.51000000;53222.24;1775.22519000;1636070399999;94702229.54761340;89054;846.06579000;45119188.58267290;0;BTCEUR;2021-11-04
1636070400000;53218.73000000;54288.53000000;52747.77000000;53057.65;1450.09889000;1636156799999;77398357.31629230;80424;768.95640000;41040719.04120680;0;BTCEUR;2021-11-05
1636156800000;53052.68000000;53533.09000000;52338.83000000;53427.94;1605.78031000;1636243199999;85050263.23959550;70865;807.85242000;42784799.09570090;0;BTCEUR;2021-11-06
1636243200000;53423.01000000;55067.39000000;53318.23000000;55061.3;1518.12990000;1636329599999;81987662.50658540;73146;757.09203000;40898412.38473630;0;BTCEUR;2021-11-07
1636329600000;55061.31000000;58543.99000000;55061.31000000;58301.0;2419.09898700;1636415999999;137820488.84485757;124170;1289.96274000;73501905.48128421;0;BTCEUR;2021-11-08
1636416000000;58300.99000000;59165.45000000;57281.10000000;57938.47;2018.79975800;1636502399999;117740638.69624934;110628;993.84091800;57977313.83322934;0;BTCEUR;2021-11-09
1636502400000;57944.01000000;59744.44000000;55003.43000000;56700.0;3212.68677500;1636588799999;185709300.73726786;144087;1589.51130500;91878312.56093036;0;BTCEUR;2021-11-10
1636588800000;56697.79000000;57408.03000000;55975.76000000;56892.1;1637.02456000;1636675199999;93018463.83092000;91460;823.14877000;46773843.89637080;0;BTCEUR;2021-11-11
1636675200000;56890.08000000;57419.68000000;54625.26000000;56274.32;2423.89668000;1636761599999;135921573.93695380;104372;1260.99491000;70718240.83441750;0;BTCEUR;2021-11-12
1636761600000;56267.86000000;57095.29000000;55612.88000000;56576.66;1552.79319000;1636847999999;87345798.14625910;63739;771.23865000;43377439.58158020;0;BTCEUR;2021-11-13
1636848000000;56574.99000000;57587.65000000;55907.45000000;57587.65;2090.27393000;1636934399999;118295621.93797640;70186;1048.24976000;59321383.56263770;0;BTCEUR;2021-11-14
1636934400000;57587.64000000;58131.97000000;55896.14000000;56076.24;1797.16589000;1637020799999;102352460.90624960;86253;893.63139000;50889517.07273410;0;BTCEUR;2021-11-15
1637020800000;56078.33000000;56080.61000000;51721.01000000;53248.24;3915.25753000;1637107199999;209809299.34288620;156006;1969.85428000;105559828.40511560;0;BTCEUR;2021-11-16
1637107200000;53220.85000000;53849.99000000;51667.27000000;53473.12;2666.02856000;1637193599999;141041066.37180840;104608;1333.67663000;70555420.21345970;0;BTCEUR;2021-11-17
1637193600000;53477.88000000;53988.00000000;49782.59000000;50094.59;3056.63376000;1637279999999;158099324.50553290;117278;1596.24879000;82598763.03344010;0;BTCEUR;2021-11-18
1637280000000;50098.39000000;51638.45000000;48990.00000000;51535.38;2641.23867000;1637366399999;133392107.01000900;103593;1282.98201000;64831146.05010670;0;BTCEUR;2021-11-19
1637366400000;51537.14000000;53233.84000000;51071.79000000;53108.86;1638.32339000;1637452799999;85473641.15607480;71872;794.64847000;41454345.79206600;0;BTCEUR;2021-11-20
1637452800000;53117.39000000;53401.18000000;52002.34000000;52074.81;1376.56494000;1637539199999;72434114.78742700;57496;664.38234000;34958102.98554070;0;BTCEUR;2021-11-21
1637539200000;52086.86000000;52700.01000000;49552.98000000;50106.71;2313.67680000;1637625599999;117986266.35983660;89464;1146.26071000;58411392.43951790;0;BTCEUR;2021-11-22
1637625600000;50100.00000000;51450.00000000;49207.00000000;51172.52;1904.87670000;1637711999999;96266240.69074580;83207;941.43464000;47559396.90104050;0;BTCEUR;2021-11-23
1637712000000;51176.74000000;51377.74000000;49912.90000000;51074.89;1663.45482000;1637798399999;84179146.14630280;77721;848.49002000;42925396.13892700;0;BTCEUR;2021-11-24
1637798400000;51074.47000000;52939.48000000;50858.06000000;52598.85;1585.62875000;1637884799999;82520469.95205870;83961;802.08108000;41748360.38579290;0;BTCEUR;2021-11-25
1637884800000;52612.72000000;52782.72000000;47474.33000000;47674.87;3327.79094000;1637971199999;163487579.62628820;138188;1895.54384000;93007160.56034760;0;BTCEUR;2021-11-26
1637971200000;47672.64000000;49054.58000000;47552.64000000;48626.2;1292.07297000;1638057599999;62675989.59966250;67083;633.72501000;30740342.89347790;0;BTCEUR;2021-11-27
1638057600000;48603.44000000;50988.24000000;47253.10000000;50843.04;1555.59411000;1638143999999;75688999.01698330;71653;783.03707000;38099607.07466440;0;BTCEUR;2021-11-28
1638144000000;50843.91000000;52319.95000000;50306.80000000;51205.08;1874.66656000;1638230399999;95925624.40843350;81533;956.68725000;48972456.76409730;0;BTCEUR;2021-11-29
1638230400000;51200.07000000;51951.14000000;49480.32000000;50251.02;2823.37079000;1638316799999;143096641.45092130;108884;1349.78786000;68384161.52553750;0;BTCEUR;2021-11-30
1638316800000;50297.80000000;52135.14000000;50000.00000000;50562.85;2202.16597000;1638403199999;111854752.90011430;89818;1096.10154000;55632382.00132950;0;BTCEUR;2021-12-01
1638403200000;50564.04000000;50720.99000000;49311.54000000;50037.85;2164.54225000;1638489599999;108361420.52841790;91678;1119.22782000;56022282.50823990;0;BTCEUR;2021-12-02
1638489600000;50037.79000000;50981.50000000;45934.00000000;47513.61;2993.05771000;1638575999999;146565310.01822080;122252;1604.19212000;78514713.73507460;0;BTCEUR;2021-12-03
1638576000000;47507.74000000;47737.56000000;38444.00000000;43942.51;6426.74539000;1638662399999;276844105.41097100;231197;3146.11936000;135547579.55622290;0;BTCEUR;2021-12-04
1638662400000;43939.26000000;44390.82000000;42450.37000000;43775.03;2934.23615000;1638748799999;127776204.84671690;107570;1527.88400000;66514290.93667380;0;BTCEUR;2021-12-05
1638748800000;43779.30000000;45171.13000000;41816.29000000;44783.91;3410.49570000;1638835199999;147118918.36321840;116739;1755.71641000;75757564.64592180;0;BTCEUR;2021-12-06
1638835200000;44778.84000000;46213.44000000;44451.44000000;44930.02;1817.80727000;1638921599999;82414246.61663970;77328;908.60137000;41180320.96730330;0;BTCEUR;2021-12-07
1638921600000;44941.61000000;45304.99000000;43166.37000000;44550.17;1839.81768000;1639007999999;81618199.26311270;80757;949.34343000;42103973.53583400;0;BTCEUR;2021-12-08
1639008000000;44558.41000000;44842.33000000;41964.70000000;42144.21;2086.27281000;1639094399999;90194641.46729960;86009;1053.38470000;45516097.43971710;0;BTCEUR;2021-12-09
1639094400000;42140.12000000;44448.46000000;41540.60000000;41805.66;2615.53867000;1639180799999;111946699.15875340;94178;1300.33951000;55671176.48755370;0;BTCEUR;2021-12-10
1639180800000;41781.82000000;43875.44000000;41431.33000000;43782.75;1706.19342000;1639267199999;73159818.46316720;71486;847.83776000;36349461.47695590;0;BTCEUR;2021-12-11
1639267200000;43799.99000000;44947.13000000;43158.43000000;44311.87;1529.55269000;1639353599999;67326950.25198210;67223;758.41261000;33374795.06372050;0;BTCEUR;2021-12-12
1639353600000;44309.88000000;44421.22000000;40567.09000000;41440.43;3004.10731000;1639439999999;127066519.14295730;115830;1515.21541000;64076760.97087170;0;BTCEUR;2021-12-13
1639440000000;41465.35000000;43259.76000000;41101.06000000;42997.17;2294.36895000;1639526399999;96084690.56160990;99937;1176.56077000;49276908.98791150;0;BTCEUR;2021-12-14
1639526400000;42991.66000000;43845.27000000;41384.67000000;43253.95;2609.79577000;1639612799999;111565322.06007390;103567;1245.55970000;53238383.57598090;0;BTCEUR;2021-12-15
1639612800000;43263.51000000;43800.00000000;41957.95000000;42051.07;1663.85951000;1639699199999;71496349.51351250;77521;803.83158000;34549677.14340700;0;BTCEUR;2021-12-16
1639699200000;42061.31000000;42379.99000000;40282.16000000;41049.14;2166.91148000;1639785599999;89833356.39372540;94182;1074.78253000;44557714.28686920;0;BTCEUR;2021-12-17
1639785600000;41050.42000000;42144.42000000;40509.00000000;41702.15;1323.32180000;1639871999999;54893108.48959370;63683;662.16090000;27474857.87754980;0;BTCEUR;2021-12-18
1639872000000;41707.86000000;42972.89000000;41355.10000000;41517.04;1501.84984000;1639958399999;63175562.47998430;66414;747.32851000;31432111.04381260;0;BTCEUR;2021-12-19
